INCIDENT_KEY,YEAR,Month
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2007,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2008,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2009,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2010,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2011,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2012,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2013,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2014,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2015,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2016,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2017,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2018,September
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
1,2006,October
